WeatherID,Timestamp,LocationID,Temperature,Humidity,WeatherCondition,WindSpeed
1,2022-01-01 00:00:00,1,39.13549242801476,92.51499626755287,Cloudy,13.94327384275961
2,2022-01-01 01:00:00,2,17.431868873739667,31.139629689407613,Cloudy,3.8687068591296514
3,2022-01-01 02:00:00,5,16.36387385224852,62.593654582017365,Sunny,12.830089625125034
4,2022-01-01 03:00:00,1,16.419157844870185,52.887648208056525,Cloudy,5.196562758805989
5,2022-01-01 04:00:00,1,20.64847850358382,47.78746610070741,Windy,17.721722176270326
6,2022-01-01 05:00:00,6,28.366475107128323,91.9866676549818,Windy,17.91379888533233
7,2022-01-01 06:00:00,4,25.11807565247405,21.74587174203916,Windy,5.945744085626529
8,2022-01-01 07:00:00,1,20.193019906931468,73.10317489404713,Windy,4.599875079264811
9,2022-01-01 08:00:00,5,31.414851315283283,97.07155473708403,Cloudy,8.226079441324625
10,2022-01-01 09:00:00,2,14.882285122821465,64.81345467694736,Rainy,4.810631703602974
11,2022-01-01 10:00:00,2,20.225062698732636,94.94579696264735,Windy,13.447676865834072
12,2022-01-01 11:00:00,6,22.822664515279207,24.1806303428819,Windy,16.52129369096571
13,2022-01-01 12:00:00,4,25.962449447596256,53.50346552593291,Cloudy,13.46184261822434
14,2022-01-01 13:00:00,5,37.481158648755475,40.81262327696409,Stormy,16.48700894498699
15,2022-01-01 14:00:00,2,16.98858237554259,78.46567719845838,Cloudy,7.939843244149483
16,2022-01-01 15:00:00,3,27.998205344476407,98.50376723977973,Sunny,3.126339414177217
17,2022-01-01 16:00:00,5,30.734509910171486,40.52240499553982,Windy,14.759018947951843
18,2022-01-01 17:00:00,5,11.62576444519992,72.33396811792596,Sunny,7.209490102831078
19,2022-01-01 18:00:00,4,31.264069816550343,35.847810620779214,Windy,13.42541650458265
20,2022-01-01 19:00:00,2,15.968344329055203,65.22642036572879,Stormy,5.412878839635313
21,2022-01-01 20:00:00,5,12.276805754484784,57.114598935066894,Rainy,1.6245926961334534
22,2022-01-01 21:00:00,6,43.210993803866664,97.76042637052296,Stormy,19.851635909755267
23,2022-01-01 22:00:00,6,43.79712115760958,68.68218181571733,Cloudy,3.1240301586119856
24,2022-01-01 23:00:00,2,38.29390718407614,47.960509766945506,Cloudy,19.768419879269622
25,2022-01-02 00:00:00,6,20.661481921067974,29.12766279103467,Sunny,19.545598651328945
26,2022-01-02 01:00:00,3,13.418523990223434,32.09974629879476,Sunny,15.876362078160792
27,2022-01-02 02:00:00,4,33.94815592792549,38.025354396098805,Cloudy,13.18845924163995
28,2022-01-02 03:00:00,6,25.405337280886044,40.07733290722384,Cloudy,11.556141005021694
29,2022-01-02 04:00:00,6,14.271338219567259,88.04928462729103,Cloudy,17.322030907556695
30,2022-01-02 05:00:00,3,27.331191853894456,64.89782306260199,Windy,5.788790432389758
31,2022-01-02 06:00:00,4,11.203598239032644,61.87127290994931,Stormy,9.35362424969754
32,2022-01-02 07:00:00,5,41.826214072757374,29.181509749537398,Windy,12.387799387330038
33,2022-01-02 08:00:00,4,19.05729935600059,88.8111754679548,Rainy,8.223809517389821
34,2022-01-02 09:00:00,1,33.188279952389365,77.8251442566787,Windy,8.54972908180536
35,2022-01-02 10:00:00,2,20.909887663129382,25.413468952000127,Cloudy,6.605693350041689
36,2022-01-02 11:00:00,2,28.20238074122338,76.62680777838149,Windy,11.28463633369072
37,2022-01-02 12:00:00,1,29.13485977701479,63.483057387411684,Sunny,17.01149056030232
38,2022-01-02 13:00:00,3,16.469905943393446,26.538027659742262,Cloudy,4.030567560126257
39,2022-01-02 14:00:00,1,43.93546197175955,56.664051322292515,Stormy,18.68866077506883
40,2022-01-02 15:00:00,5,37.12964881763901,58.775702970403756,Windy,13.781753074964593
41,2022-01-02 16:00:00,5,42.88246295474662,33.26196321306206,Cloudy,16.465464253600604
42,2022-01-02 17:00:00,2,41.31895726496771,95.65585176002259,Sunny,11.123813852600232
43,2022-01-02 18:00:00,5,30.92649925838798,87.99802971845295,Sunny,15.59033402848127
44,2022-01-02 19:00:00,2,42.265598225809086,73.52178698632866,Windy,0.3240079467893442
45,2022-01-02 20:00:00,1,13.097237571817182,56.98364488004857,Cloudy,16.367608495590705
46,2022-01-02 21:00:00,1,16.859400184670083,52.941243326760684,Stormy,0.8027771817073304
47,2022-01-02 22:00:00,6,11.582955111868833,72.07787737207633,Rainy,17.79826752725725
48,2022-01-02 23:00:00,6,21.38656157671425,63.634549552552436,Sunny,19.839254944772865
49,2022-01-03 00:00:00,1,23.60370513913187,24.98184847055085,Rainy,5.881349243535556
50,2022-01-03 01:00:00,2,19.497216112086356,61.000211901626535,Stormy,4.206371125715873
51,2022-01-03 02:00:00,1,39.00581282031753,84.51228937862716,Windy,15.307267277160815
52,2022-01-03 03:00:00,1,22.486366434275624,56.73919020775664,Sunny,5.060526818405064
53,2022-01-03 04:00:00,3,19.832707839058326,24.156526204341475,Rainy,17.31124766344407
54,2022-01-03 05:00:00,1,28.994362910538698,82.90225595072265,Sunny,2.056851843149534
55,2022-01-03 06:00:00,5,14.932347874116694,36.10910257087795,Rainy,2.519103927587165
56,2022-01-03 07:00:00,2,38.07689432639139,40.6896667910431,Cloudy,19.583031102012313
57,2022-01-03 08:00:00,3,12.60927252879198,33.17650827458367,Cloudy,13.476777965400093
58,2022-01-03 09:00:00,6,44.541042781018106,46.4172051897198,Windy,16.937744488579057
59,2022-01-03 10:00:00,4,37.02856692538301,80.5401204550908,Stormy,6.486587547030361
60,2022-01-03 11:00:00,2,16.955048853696034,61.550868760314984,Sunny,13.529674990412088
61,2022-01-03 12:00:00,5,10.193274099326084,36.390501932057006,Stormy,11.884836546171943
62,2022-01-03 13:00:00,2,38.5411499959192,90.22640625216327,Rainy,12.06300240245894
63,2022-01-03 14:00:00,6,34.740007034666604,90.36654839612234,Windy,13.650649190754432
64,2022-01-03 15:00:00,5,35.515250881434554,89.64627400368056,Cloudy,11.50718346258197
65,2022-01-03 16:00:00,5,36.9944621340081,39.10369691052314,Cloudy,8.581247386053318
66,2022-01-03 17:00:00,4,12.591562810693162,56.099147534479044,Windy,5.518453887610937
67,2022-01-03 18:00:00,2,22.546300499049543,98.79917249127001,Sunny,15.37162661826404
68,2022-01-03 19:00:00,4,14.05541708337954,81.76099810479923,Stormy,4.525448600063724
69,2022-01-03 20:00:00,4,40.208619905645776,22.173393698044784,Rainy,13.847086123088284
70,2022-01-03 21:00:00,2,31.815434438964527,25.216367300839366,Stormy,4.666656452986533
71,2022-01-03 22:00:00,1,21.58143086984272,57.114510144986625,Cloudy,12.506603399089078
72,2022-01-03 23:00:00,1,12.224542260010827,92.73761646892481,Windy,14.941565342580578
73,2022-01-04 00:00:00,6,20.884381260048176,63.09614383621714,Cloudy,4.374277778130784
74,2022-01-04 01:00:00,4,21.381416270936146,59.82500064274322,Cloudy,1.1988660172261656
75,2022-01-04 02:00:00,3,35.53621624183224,28.437895996530447,Rainy,2.6194748598834816
76,2022-01-04 03:00:00,4,32.31451149743246,72.54240837794353,Sunny,12.119939345420509
77,2022-01-04 04:00:00,4,41.05244599017143,85.76825284801804,Sunny,16.98892812451471
78,2022-01-04 05:00:00,4,26.527522380668227,50.43360060060499,Rainy,0.8999364247084873
79,2022-01-04 06:00:00,6,14.18579860784056,82.0489480740262,Windy,14.683025180832924
80,2022-01-04 07:00:00,1,34.963567552804825,97.15813231206494,Stormy,6.8263729190010425
81,2022-01-04 08:00:00,6,36.62747670159141,36.30131673021513,Windy,9.57056739839045
82,2022-01-04 09:00:00,6,29.64470191493237,61.866370495579304,Stormy,18.577190996911312
83,2022-01-04 10:00:00,6,36.98385129840963,42.971036646766045,Sunny,6.639430094716909
84,2022-01-04 11:00:00,1,27.282845872753676,83.42835352270714,Cloudy,9.30673867878972
85,2022-01-04 12:00:00,1,28.29564902836979,66.2074692704926,Cloudy,0.2736482952136221
86,2022-01-04 13:00:00,4,24.963935642549238,70.76659340402429,Windy,1.6319744000967673
87,2022-01-04 14:00:00,6,10.88966943604333,83.83313276927153,Rainy,5.1718318226956805
88,2022-01-04 15:00:00,3,13.776199944765656,51.677637812996394,Stormy,0.5570448164214881
89,2022-01-04 16:00:00,1,11.100021499035698,93.20720547256346,Cloudy,12.627506520965019
90,2022-01-04 17:00:00,2,32.274364394232315,62.6423093796912,Windy,8.527967136032451
91,2022-01-04 18:00:00,2,21.002459337671432,32.63638582682784,Rainy,10.96290405456044
92,2022-01-04 19:00:00,2,27.799974190764598,75.67192945350419,Sunny,3.492943717926591
93,2022-01-04 20:00:00,5,41.76482658741325,83.46090803506036,Rainy,5.918640588732322
94,2022-01-04 21:00:00,4,18.725228020210622,45.34093416540213,Sunny,13.276489497054502
95,2022-01-04 22:00:00,2,24.36340230624704,88.57434055990024,Windy,19.306054472607997
96,2022-01-04 23:00:00,4,36.44428984900671,92.4914603812613,Rainy,1.008335472044184
97,2022-01-05 00:00:00,2,18.007935792206787,42.15235899022471,Windy,17.807686417105323
98,2022-01-05 01:00:00,3,12.694296844007756,98.68171781721776,Sunny,11.537624026224169
99,2022-01-05 02:00:00,4,20.14130085198188,31.256922243900675,Cloudy,11.278391335112474
100,2022-01-05 03:00:00,2,15.642745053890154,36.1612534721992,Cloudy,10.005570704155208
101,2022-01-05 04:00:00,1,42.53941783199006,34.73798713904209,Sunny,1.3878817180836678
102,2022-01-05 05:00:00,4,38.28421328475459,91.51917680062964,Stormy,1.7975370347232134
103,2022-01-05 06:00:00,5,32.16913147786482,72.34340418599695,Stormy,12.018240113181722
104,2022-01-05 07:00:00,1,40.50112065657012,32.16834265778183,Cloudy,6.819171428711166
105,2022-01-05 08:00:00,1,38.128522691469,55.22587346946792,Cloudy,18.34536133155361
106,2022-01-05 09:00:00,6,16.529952061011254,69.22384200558416,Rainy,8.131810747189444
107,2022-01-05 10:00:00,5,41.23956494714922,26.677126799150663,Rainy,2.8656291740528217
108,2022-01-05 11:00:00,1,28.876978467047774,90.5933094725871,Cloudy,14.29437667004072
109,2022-01-05 12:00:00,1,38.26040543074219,84.28828283532282,Stormy,5.867068428820197
110,2022-01-05 13:00:00,2,41.363195497322266,60.41654188613106,Rainy,10.509406147117863
111,2022-01-05 14:00:00,2,21.130121624015235,97.37012922073363,Sunny,13.956655710103401
112,2022-01-05 15:00:00,4,13.851817358468686,53.420878342007974,Rainy,18.00528222404141
113,2022-01-05 16:00:00,4,17.97773068896796,98.72882552291982,Rainy,15.843823896033522
114,2022-01-05 17:00:00,4,24.94877260191897,73.43359990429016,Rainy,13.527221357454483
